"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"LVA","Latvia","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",1.4,,
"LVA","Latvia","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",1.4,,
"LVA","Latvia","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018",1.4,,
"MLT","Malta","CWB1A","Children (0-17) living with two parents (%)","2014","2014",80.6,,
"MLT","Malta","CWB1A","Children (0-17) living with two parents (%)","2015","2015",79.9,,
"MLT","Malta","CWB1A","Children (0-17) living with two parents (%)","2016","2016",79.7,,
"MLT","Malta","CWB1A","Children (0-17) living with two parents (%)","2017","2017",78.7,,
"MLT","Malta","CWB1A","Children (0-17) living with two parents (%)","2018","2018",77.9,,
"MLT","Malta","CWB1B","Children (0-17) living with a single parent (%)","2014","2014",18.9,,
"MLT","Malta","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",19.7,,
"MLT","Malta","CWB1B","Children (0-17) living with a single parent (%)","2016","2016",20,,
"MLT","Malta","CWB1B","Children (0-17) living with a single parent (%)","2017","2017",21.2,,
"MLT","Malta","CWB1B","Children (0-17) living with a single parent (%)","2018","2018",21.8,,
"MLT","Malta","CWB1C","Children (0-17) living in 'other' types of household (%)","2014","2014",0.5,,
"MLT","Malta","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",0.4,,
"MLT","Malta","CWB1C","Children (0-17) living in 'other' types of household (%)","2016","2016",0.3,,
"MLT","Malta","CWB1C","Children (0-17) living in 'other' types of household (%)","2017","2017",0.1,,
"MLT","Malta","CWB1C","Children (0-17) living in 'other' types of household (%)","2018","2018",0.3,,
"MLT","Malta","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2014","2014",49.5,,
"MLT","Malta","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2015","2015",49.9,,
"MLT","Malta","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2016","2016",50.4,,
"MLT","Malta","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2017","2017",52.8,,
"MLT","Malta","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2018","2018",55.3,,
"MLT","Malta","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2014","2014",41.3,,
"MLT","Malta","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2015","2015",41.6,,
"MLT","Malta","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2016","2016",42.3,,
"MLT","Malta","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2017","2017",39.3,,
"MLT","Malta","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2018","2018",38.1,,
"MLT","Malta","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2014","2014",9.3,,
"MLT","Malta","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2015","2015",8.5,,
"MLT","Malta","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2016","2016",7.3,,
"MLT","Malta","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2017","2017",7.9,,
"MLT","Malta","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2018","2018",6.6,,
"MLT","Malta","CWB8B","Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)","2015","2015",74.2,,
"MLT","Malta","CWB9","Children (0-17) in overcrowded households (%)","2014","2014",6.7,,
"MLT","Malta","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",96.7,,
"MLT","Malta","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",97.2,,
"MLT","Malta","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",95.8,,
"MLT","Malta","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",94.3,,
"MLT","Malta","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",69.8,,
"MLT","Malta","CWB35A","Reading performance at age 15 (PISA)","2015","2015",446.7,,
"MLT","Malta","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",478.6,,
"PER","Peru","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",88.5,,
"PER","Peru","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",16.8,,
"PER","Peru","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",4.4,,
"PER","Peru","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",41.9,,
"PER","Peru","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",89.3,,
"PER","Peru","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",96.5,,
"PER","Peru","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",64.3,,
"PER","Peru","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",71.4,,
"PER","Peru","CWB35A","Reading performance at age 15 (PISA)","2015","2015",397.5,,
"PER","Peru","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",386.6,,
"PER","Peru","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",34.4,,
"PER","Peru","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",88.8,,
"PER","Peru","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",42.8,,
"PER","Peru","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",12.9,,
"ROU","Romania","CWB1A","Children (0-17) living with two parents (%)","2014","2014",85,,
"ROU","Romania","CWB1A","Children (0-17) living with two parents (%)","2015","2015",85.6,,
"ROU","Romania","CWB1A","Children (0-17) living with two parents (%)","2016","2016",84.6,,
"ROU","Romania","CWB1A","Children (0-17) living with two parents (%)","2017","2017",84.8,,
"ROU","Romania","CWB1A","Children (0-17) living with two parents (%)","2018","2018",85.9,,
"ROU","Romania","CWB1B","Children (0-17) living with a single parent (%)","2014","2014",10.8,,
"ROU","Romania","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",10.2,,
"ROU","Romania","CWB1B","Children (0-17) living with a single parent (%)","2016","2016",11,,
"ROU","Romania","CWB1B","Children (0-17) living with a single parent (%)","2017","2017",11.6,,
"ROU","Romania","CWB1B","Children (0-17) living with a single parent (%)","2018","2018",11,,
"ROU","Romania","CWB1C","Children (0-17) living in 'other' types of household (%)","2014","2014",4.1,,
"ROU","Romania","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",4.2,,
"ROU","Romania","CWB1C","Children (0-17) living in 'other' types of household (%)","2016","2016",4.4,,
"ROU","Romania","CWB1C","Children (0-17) living in 'other' types of household (%)","2017","2017",3.7,,
"ROU","Romania","CWB1C","Children (0-17) living in 'other' types of household (%)","2018","2018",3,,
"ROU","Romania","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2014","2014",45.3,,
"ROU","Romania","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2015","2015",46.2,,
"ROU","Romania","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2016","2016",45.4,,
"ROU","Romania","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2017","2017",48,,
"ROU","Romania","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2018","2018",49.3,,
"ROU","Romania","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2014","2014",43.7,,
"ROU","Romania","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2015","2015",44.1,,
"ROU","Romania","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2016","2016",43.9,,
"ROU","Romania","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2017","2017",43.1,,
"ROU","Romania","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2018","2018",42.9,,
"ROU","Romania","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2014","2014",11,,
"ROU","Romania","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2015","2015",9.7,,
"ROU","Romania","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2016","2016",10.6,,
"ROU","Romania","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2017","2017",8.9,,
"ROU","Romania","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2018","2018",7.9,,
"ROU","Romania","CWB9","Children (0-17) in overcrowded households (%)","2014","2014",70.1,,
"ROU","Romania","CWB9","Children (0-17) in overcrowded households (%)","2015","2015",70.3,,
"ROU","Romania","CWB9","Children (0-17) in overcrowded households (%)","2016","2016",69.3,,
"ROU","Romania","CWB9","Children (0-17) in overcrowded households (%)","2017","2017",66.8,,
"ROU","Romania","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",84.2,,
"ROU","Romania","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",83.8,,
"ROU","Romania","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",83.9,,
"ROU","Romania","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",82.4,,
"ROU","Romania","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",52.5,,
"ROU","Romania","CWB35A","Reading performance at age 15 (PISA)","2015","2015",433.6,,
"ROU","Romania","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",444,,
"RUS","Russia","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",97.4,,
"RUS","Russia","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",15.6,,
"RUS","Russia","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",3.6,,
"RUS","Russia","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",59.9,,
"RUS","Russia","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",90.1,,
"RUS","Russia","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",80.9,,
"RUS","Russia","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",16.9,,
"RUS","Russia","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",74.6,,
"RUS","Russia","CWB35A","Reading performance at age 15 (PISA)","2015","2015",494.6,,
"RUS","Russia","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",494.1,,
"RUS","Russia","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",63.5,,
"RUS","Russia","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",64.7,,
"RUS","Russia","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",87.4,,
"RUS","Russia","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",46.8,,
"RUS","Russia","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",10.3,,
